row_id,title,url,text
12,Magical Mystery Tour (film),https://en.wikipedia.org/wiki/Magical_Mystery_Tour_(film),"The situation is that of a group of people on a British mystery tour in a 1967 coach, focusing mostly on Richard B. Starkey (Ringo Starr) and his recently widowed Aunt Jessie (Jessie Robins). Other group members on the bus include the tour director, Jolly Jimmy Johnson (Derek Royle); the tour hostess, Miss Wendy Winters (Miranda Forbes, credited as Mandy Weet); the conductor, Buster Bloodvessel (Ivor Cutler); and the other Beatles (John Lennon, Paul McCartney and George Harrison)."
13,Unearthed (film),https://en.wikipedia.org/wiki/Unearthed_(film),"Unearthed is a 2007 American horror film directed by Matthew Leutwyler (""Dead & Breakfast"") and starring Emmanuelle Vaugier (""Saw II"") and Luke Goss. It opened on November 9, 2007 as one of the ""8 Films to Die For"" in the After Dark Films Horrorfest."
14,A Message to Garcia (film),https://en.wikipedia.org/wiki/A_Message_to_Garcia_(film),"The film opens with the Maine Incident in which an American warship blew up in Havana harbor, allegedly following sabotage by Spain, triggering the outbreak of the Spanish–American War. President William McKinley, wishing to make contact with General Calixto García, the leader of the Cuban War of Independence against Spain, summons a U.S. Army officer, First Lieutenant Andrew S. Rowan, to the White House and gives him a message which he is to personally deliver into Garcia's hands."
15,The Mouse That Roared (film),https://en.wikipedia.org/wiki/The_Mouse_That_Roared_(film),"The minuscule European Duchy of Grand Fenwick is bankrupted when an American company comes up with a cheaper imitation of Fenwick's sole export, its fabled Pinot Grand Fenwick wine. Crafty Prime Minister Count Mountjoy (Peter Sellers) devises a plan: Grand Fenwick will declare war on the United States, then surrender, taking advantage of American ""largesse"" toward its defeated enemies to rebuild the defeated nation's economy. Duchess Gloriana (also Sellers) is hesitant but agrees to the plan. Mild-mannered game warden Tully Bascomb (also Sellers) is charged as Field Marshal to lead the Grand Fenwick troops, aided by Sergeant Will Buckley (William Hartnell)."
16,Escape (1930 film),https://en.wikipedia.org/wiki/Escape_(1930_film),"Escape is a 1930 British crime film directed by Basil Dean and starring Gerald du Maurier, Edna Best and Gordon Harker. It was based on a 1926 play of the same title by John Galsworthy, which was adapted again as a film in 1948."
17,Anti-Social (film),https://en.wikipedia.org/wiki/Anti-Social_(film),"Anti-Social is a 2015 Hungarian-British crime film written and directed by Reg Traviss and starring Gregg Sulkin, Meghan Markle, and Josh Myers."
18,Coven (film),https://en.wikipedia.org/wiki/Coven_(film),"Coven is a 1997 direct-to-video short horror film directed by Mark Borchardt. The making of the film was documented in the 1999 award-winning independent film ""American Movie"". It was shot in black-and-white with local talent around Milwaukee."
19,Bloodstone (1988 film),https://en.wikipedia.org/wiki/Bloodstone_(1988_film),"In 12th Century India, a huge ruby was bestowed with the power of good and the curse of evil by the spilt blood of Princess Lafla. In the 18th Century, the British stole it. In today's India, small-time crook Paul Lorre steals the stone back. While attempting delivery to international fence Ludwig Van Hoeven, he realizes the authorities are onto him and slips the priceless gem into the baggage of the unsuspecting Sandy and Stephanie McVey. Lorre manages to indicate the taxi driver Shyam Sabu (Rajinikanth) to Van Hoeven's thugs. Sabu realizes that he is being followed, but he does not see the huge ruby fall into a crevice inside his trunk while dropping Sandy and Stephanie at their hotel. Soon Sandy and Sabu are both in action; Sandy in a brutal fight with two thieves ransacking his room and Sabu in a life-or-death car chase and shootout."
20,The Rock (film),https://en.wikipedia.org/wiki/The_Rock_(film),"The Rock is a 1996 American action thriller film directed by Michael Bay, produced by Don Simpson and Jerry Bruckheimer, and written by David Weisberg and Douglas S. Cook. The film stars Sean Connery, Nicolas Cage and Ed Harris, with William Forsythe and Michael Biehn co-starring. It is dedicated to Simpson, who died five months before its release. The film received mixed reviews from critics, and was nominated for Academy Award for Best Sound Mixing at the 69th Academy Awards. It grossed over $335 million against a production budget of $75 million."
21,The Interview,https://en.wikipedia.org/wiki/The_Interview_(2014_film),"The Interview is a 2014 American political satire action comedy film produced and directed by Seth Rogen and Evan Goldberg in their second directorial work, following This Is the End (2013). The screenplay was written by Dan Sterling, which he based on a story he co-wrote with Rogen and Goldberg. The film stars Rogen and James Franco as journalists who set up an interview with North Korean leader Kim Jong Un, played by Randall Park, only to then be recruited by the CIA to assassinate him.\n\nRogen and Goldberg developed the idea for The Interview in the late 2000s, with Kim Jong Il as the original assassination target. In 2011, following Kim Jong Il's death and Kim Jong Un's succession as the North Korean leader, Rogen and Goldberg redeveloped the script in order to focus on Kim Jong Un's character. The Interview was first announced in March 2013 at the beginning of pre-production. Principal photography took place in Vancouver from October to December 2013. The film was produced by Columbia Pictures, LStar Capital and Rogen and Goldberg's Point Grey Pictures, and distributed by Sony Pictures Releasing.\n\nIn June 2014, the North Korean government threatened action against the United States if Sony released the film. As a result, Sony delayed the film's release from October to December and reportedly reedited the film in order to make it more acceptable to North Korea. In November that year, Sony's computer systems were hacked by the ""Guardians of Peace"", a cybercrime group allegedly connected to the North Korean government that also threatened terrorist attacks against theaters showing the film. This led to major theater chains opting not to release the film and Sony instead releasing it for online digital rental and purchase on December 24, 2014, followed by a limited release at selected theaters the following day.\n\nThe Interview grossed $40 million in digital rentals, making it Sony's most successful digital release and earned an additional $12.3 million worldwide in box office ticket sales on a $44 million budget. It received mixed reviews from critics for its humor and subject matter, although they praised the performances of Franco and Park."
22,Spellbinder (film),https://en.wikipedia.org/wiki/Spellbinder_(film),"Spellbinder is a 1988 American witchcraft-themed thriller film directed by Janet Greek, starring Timothy Daly and Kelly Preston. The screenplay was written by Tracy Tormé. The original music score was written by Basil Poledouris. The film was marketed with the tagline ""A nightmare of illusion and betrayal""."
23,The Covenant (film),https://en.wikipedia.org/wiki/The_Covenant_(film),"The Covenant is a 2006 American supernatural horror thriller film written by J. S. Cardone, directed by Renny Harlin, and starring Steven Strait, Taylor Kitsch, Toby Hemingway, Chace Crawford, Sebastian Stan, Laura Ramsey, and Jessica Lucas. The film, despite receiving very negative reviews, was a moderate box office success."
24,Rosemary's Baby (film),https://en.wikipedia.org/wiki/Rosemary's_Baby_(film),"Rosemary's Baby is a 1968 American psychological horror film with elements of supernatural horror written and directed by Roman Polanski, based on the novel ""Rosemary's Baby"" by Ira Levin. The cast features Mia Farrow, John Cassavetes, Ruth Gordon, Sidney Blackmer, Maurice Evans, Ralph Bellamy, Angela Dorian, Clay Tanner, and, in his feature film debut, Charles Grodin. The film chronicles the story of a pregnant woman who suspects that an evil cult wants to take her baby for use in their rituals."
25,Powder (film),https://en.wikipedia.org/wiki/Powder_(film),"Powder is a 1995 American fantasy drama film, written and directed by Victor Salva and starring Sean Patrick Flanery in the titular role, with Jeff Goldblum, Mary Steenburgen, Bradford Tatum, and Lance Henriksen in supporting roles."
26,Watchmen (film),https://en.wikipedia.org/wiki/Watchmen_(film),"Watchmen is a 2009 American superhero film directed by Zack Snyder, based on the 1986–87 DC Comics limited series of the same name by Alan Moore and Dave Gibbons. It stars an ensemble cast of Malin Åkerman, Billy Crudup, Matthew Goode, Carla Gugino, Jackie Earle Haley, Jeffrey Dean Morgan, and Patrick Wilson. A dark  satirical and dystopian take on the superhero genre, the film is set in an alternate history in the year 1985 at the height of the Cold War between the United States and the Soviet Union, as a group of mostly retired American superheroes investigates the murder of one of their own before uncovering an elaborate and deadly conspiracy, while their moral limitations are challenged by the complex nature of the circumstances."
27,Fighting (2009 film),https://en.wikipedia.org/wiki/Fighting_(2009_film),"Fighting is a 2009 sports action drama film directed by Dito Montiel, with a screenplay by Robert Munic and Montiel, and starring Channing Tatum, Terrence Howard and Luis Guzmán. It was released on April 24, 2009 in the United States by Rogue Pictures."
28,Regeneration (1997 film),https://en.wikipedia.org/wiki/Regeneration_(1997_film),"The film starts by referring to Siegfried Sassoon's open letter dated July 1917, inveighing ""against the political errors and insincerities for which the fighting men are being sacrificed"". The letter has been published in ""The Times"" and has received much attention in England particularly because Sassoon is considered a hero for several (perhaps suicidally rash) acts of valour - and has been the recipient of the Military Cross which we see Sassoon throwing away. With the string-pulling and guidance of Robert Graves, a fellow poet and friend of Sassoon, the army decides to send Sassoon to Craiglockhart War Hospital, a psychiatric facility in Scotland, rather than court-martialling him. At Craiglockhart, Sassoon meets Dr. William Rivers, a Freudian psychiatrist who encourages his patients to express their war memories as therapy."
29,Spartacus (film),https://en.wikipedia.org/wiki/Spartacus_(film),"Spartacus is a 1960 American epic historical drama film directed by Stanley Kubrick, written by Dalton Trumbo, and based on the 1951 novel of the same title by Howard Fast. It is inspired by the life story of Spartacus, the leader of a slave revolt in antiquity, and the events of the Third Servile War, and stars Kirk Douglas in the title role, Laurence Olivier as Roman general and politician Marcus Licinius Crassus, Peter Ustinov, who won an Academy Award for Best Supporting Actor, as slave trader Lentulus Batiatus, John Gavin as Julius Caesar, Jean Simmons as Varinia, Charles Laughton as Sempronius Gracchus, and Tony Curtis as Antoninus."
30,127 Hours,https://en.wikipedia.org/wiki/127_Hours,"127 Hours is a 2010 biographical drama film co-written, produced, and directed by Danny Boyle. The film mainly stars James Franco, with Kate Mara, Amber Tamblyn, and Clémence Poésy appearing in brief supporting roles. In the film, canyoneer Aron Ralston must find a way to escape after he gets trapped by a boulder in an isolated slot canyon in Bluejohn Canyon, southeastern Utah, in April 2003. It is a British and American venture produced by Pathé, Everest Entertainment, Film4 Productions, HandMade Films and Cloud Eight Films.\n\nThe film, based on Ralston's memoir Between a Rock and a Hard Place (2004), was written by Boyle and Simon Beaufoy, co-produced by Christian Colson and John Smithson, and scored by A. R. Rahman. Beaufoy, Colson, and Rahman had all previously worked with Boyle on Slumdog Millionaire (2008). 127 Hours premiered at the Telluride Film Festival on 4 September 2010, and was released in the United States on 5 November 2010 and in the United Kingdom on 7 January 2011. It was acclaimed by critics and audiences and grossed $60.7 million worldwide. It was selected by the American Film Institute as one of the top 10 films of 2010 and was nominated for six Academy Awards, including Best Actor for Franco and Best Picture. The film also received nominations for eight British Academy Film Awards and three Golden Globe Awards.\n\nThe film's title refers to the period of non-stop activity from when Ralston was stranded in Bluejohn Canyon, once his arm was trapped underneath a boulder, to when he was rescued."
31,Now You See Me 2,https://en.wikipedia.org/wiki/Now_You_See_Me_2,"Now You See Me 2 (also known as Now You See Me: The Second Act) is a 2016 American heist film directed by Jon M. Chu and written by Ed Solomon, based on a story by Solomon and Peter Chiarelli. It is the sequel to Now You See Me (2013) and the second installment in the Now You See Me film series. The ensemble cast includes Jesse Eisenberg, Mark Ruffalo, Woody Harrelson, Dave Franco, Daniel Radcliffe, Lizzy Caplan, Jay Chou, Sanaa Lathan, Michael Caine, and Morgan Freeman. The plot follows the Four Horsemen, now led by FBI agent Dylan Rhodes, as they are coerced by tech magnate Walter Mabry into stealing a powerful data chip.\n\nThe project was officially announced in July 2013. Principal photography began in November 2014 and concluded in May 2015. The film was released on June 10, 2016, by Lionsgate. It received mixed critical reviews but was commercially successful, grossing $334 million worldwide. A third installment, titled Now You See Me: Now You Don't, is scheduled for release on November 14, 2025."
32,Locked In (film),https://en.wikipedia.org/wiki/Locked_In_(film),"Locked In is a 2010 independent thriller drama film directed by Suri Krishnamma and written by Ronnie Christensen, starring Ben Barnes, Sarah Roemer and Eliza Dushku. It was shot in the United States under the working title of ""Valediction"". The film premiered in the United States on September 17, 2010, at the 2010 Boston Film Festival."
33,Priest (2011 film),https://en.wikipedia.org/wiki/Priest_(2011_film),"Priest is a 2011 American action horror film directed by Scott Stewart and stars Paul Bettany as the title character. It is loosely based on the Korean comic of the same name by Hyung Min-woo. In an alternate universe, humanity and vampires have warred for centuries. After the last Vampire War, a veteran Warrior Priest lives in obscurity until his niece (Lily Collins) is kidnapped by vampires."
34,Alice Through the Looking Glass (2016 film),https://en.wikipedia.org/wiki/Alice_Through_the_Looking_Glass_(2016_film),"Alice Through the Looking Glass is a 2016 American fantasy adventure film directed by James Bobin, written by Linda Woolverton and produced by Tim Burton, Joe Roth, Suzanne Todd, and Jennifer Todd. It is based on the characters created by Lewis Carroll and is the sequel to the 2010 film ""Alice in Wonderland"", a live-action reimagining of Disney's 1951 animated film of the same name. The film stars Johnny Depp, Anne Hathaway, Mia Wasikowska, Matt Lucas, Rhys Ifans, Helena Bonham Carter, and Sacha Baron Cohen and features the voices of Stephen Fry, Michael Sheen, Timothy Spall, and Alan Rickman in his final film role."
35,Uncertainty (film),https://en.wikipedia.org/wiki/Uncertainty_(film),"Uncertainty is a 2008 indie crime drama thriller film written, produced, and directed by U.S. independent filmmakers Scott McGehee and David Siegel and starring Joseph Gordon-Levitt and Lynn Collins. It was first released at the 2008 Toronto International Film Festival."
36,Batman: The Dark Knight Returns (film),https://en.wikipedia.org/wiki/Batman:_The_Dark_Knight_Returns_(film),"After the death of his protégé Jason Todd, Bruce Wayne retired his Batman persona. Ten years later, Gotham City is overrun with crime and terrorized by a gang known as the Mutants. The 55-year-old Wayne maintains a friendship with 70-year-old Police Commissioner James Gordon (who knows Wayne was Batman), while the Joker (Batman's archenemy) has been catatonic in Arkham Asylum since Wayne's retirement. Arkham inmate and former district attorney Harvey Dent undergoes plastic surgery to repair his disfigured face. Although he is declared sane, he quickly goes into hiding following his release. Dent's disappearance, news stories of the crime epidemic, and the memory of his parents' deaths drive Wayne to become Batman once more. He combats serious crimes, rescuing 13-year-old Carrie Kelley, but now struggles with the physical limitations of age."
37,Split Second (1953 film),https://en.wikipedia.org/wiki/Split_Second_(1953_film),"Split Second is a 1953 American film noir thriller directed by Dick Powell about escaped convicts and their hostages holed up in a ghost town, unaware of the grave danger they are in. It features Stephen McNally, Alexis Smith, Jan Sterling, and Keith Andes."
38,November (2017 film),https://en.wikipedia.org/wiki/November_(2017_film),"November is a 2017 fantasy drama film written and directed by Rainer Sarnet, based on Andrus Kivirähk's novel ""Rehepapp ehk November"" (""Old Barny aka November""). It was selected as the Estonian entry for the Best Foreign Language Film at the 90th Academy Awards, but it was not nominated."
39,Car Crash (film),https://en.wikipedia.org/wiki/Car_Crash_(film),"Car Crash (also known as ""Carrera salvaje"") is a 1981 Italian-Spanish-Mexican action film directed by Antonio Margheriti and starring Joey Travolta, Vittorio Mezzogiorno and Ana Obregón."
40,"Mother, May I Sleep with Danger? (2016 film)","https://en.wikipedia.org/wiki/Mother,_May_I_Sleep_with_Danger?_(2016_film)","Mother, May I Sleep with Danger? is a 2016 American thriller television film directed by Melanie Aitkenhead, written by Amber Coney, and starring James Franco (who conceived the story), Emily Meade, Tori Spelling, Leila George, Ivan Sergei, Nick Eversman, Emma Rigby, Amber Coney and Christie Lynn Smith. It is a remake of the 1996 film Mother, May I Sleep with Danger?, but with a vampire theme as well as original actors Tori Spelling and Ivan Sergei in different roles. The film premiered on Lifetime on June 18, 2016."
41,Paradox (2016 film),https://en.wikipedia.org/wiki/Paradox_(2016_film),"Paradox is an American science fiction action film written and directed by Michael Hurst. Zoë Bell and Adam Huss play scientists who invent a time travel machine. When the machine reveals that one of their team may be a saboteur, they attempt to unravel the mystery with the help of their mysterious benefactor, played by Malik Yoba."
42,Tenet (film),https://en.wikipedia.org/wiki/Tenet_(film),"Tenet is an upcoming action thriller film written and directed by Christopher Nolan and produced by Nolan and Emma Thomas. It stars John David Washington, Robert Pattinson, Elizabeth Debicki, Dimple Kapadia, Michael Caine, and Kenneth Branagh."
43,The Smoke (film),https://en.wikipedia.org/wiki/The_Smoke_(film),"The Smoke, also known as Two Days in the Smoke (worldwide title outside UK/Ireland: London Payback), is a British crime thriller starring Matt Di Angelo, Lili Bordán, Stephen Marcus, Lindsay Armaou, Anna Passey and Alan Ford."
44,Sapphire (film),https://en.wikipedia.org/wiki/Sapphire_(film),"Sapphire is a 1959 British crime drama. It focuses on racism in London toward immigrants from the West Indies and explores the ""underlying insecurities and fears of ordinary people"" that exist towards another race. The film was directed by Basil Dearden and stars Nigel Patrick, Earl Cameron and Yvonne Mitchell. It received the BAFTA Award for Best Film and screenwriter Janet Green won a 1960 Edgar Award from the Mystery Writers of America for Best Foreign Film Screenplay. It was considered a progressive movie for its time."
45,Appointment with Death (film),https://en.wikipedia.org/wiki/Appointment_with_Death_(film),"Appointment with Death is a 1988 American mystery film produced and directed by Michael Winner. Made by Golan-Globus Productions, the film is an adaptation of the Agatha Christie novel ""Appointment with Death"" featuring the detective Hercule Poirot. The screenplay was by Peter Buckman, Anthony Shaffer and Michael Winner. "
46,The Temp (film),https://en.wikipedia.org/wiki/The_Temp_(film),"The Temp is a 1993 American neo-noir psychological thriller film directed by Tom Holland and starring Timothy Hutton, Lara Flynn Boyle, and Faye Dunaway. Its plot follows a troubled businessman whose life is upturned after the arrival of a mysterious female temp worker in his office. Oliver Platt, Dwight Schultz, Steven Weber, and Maura Tierney appear in supporting roles."
47,Allied,https://en.wikipedia.org/wiki/Allied_(film),"Allied is a 2016 romantic war drama thriller film directed by Robert Zemeckis and written by Steven Knight. It stars Brad Pitt as a Canadian intelligence officer and Marion Cotillard as a French Resistance fighter who fall in love while posing as a married couple during a mission in Casablanca in 1942. Jared Harris, Simon McBurney and Lizzy Caplan also star.\n\nKnight developed the script from a story told to him when he was 21. Principal photography began in February 2016 in London and continued in May 2016 in the Canary Islands, used to stand in for Morocco. Joanna Johnston designed the film's costumes, matching them to the characters' mindsets and situations.\n\nThe film premiered in Los Angeles on November 9, 2016, and was released in the United States on November 23, 2016, by Paramount Pictures. It received mixed reviews from critics, with praise for its costume design, cinematography, and musical score, but saw criticism for its screenplay and the lack of chemistry between the leads. It grossed $40.1 million domestic and $119 million worldwide against an approximate $85–113 million budget, becoming regarded as a box office flop. At the 89th Academy Awards it was nominated for Best Costume Design."
48,Singularity (2017 film),https://en.wikipedia.org/wiki/Singularity_(2017_film),"Singularity is an Swiss/American science fiction film. It was written and directed by Robert Kouba, and its first shoot, in 2013, starred Julian Schaffner, Jeannine Wacker and Carmen Argenziano. The film was first released in 2017, after further scenes with John Cusack were added."
49,The Ape (1940 film),https://en.wikipedia.org/wiki/The_Ape_(1940_film),"The Ape is a 1940 American horror film directed and produced by William Nigh, co-written by Curt Siodmak, and starring Boris Karloff. Produced and distributed by Monogram Pictures, it was the last film in Karloff's nine-picture contract with Monogram."
50,Waterfront (1939 film),https://en.wikipedia.org/wiki/Waterfront_(1939_film),"Waterfront is a 1939 action–crime drama film directed by Terry O. Morse and starring Gloria Dickson, Dennis Morgan, and Marie Wilson. It was adapted from the play ""Blind Spot"" by Kenyon Nicholson. It is preserved at the Library of Congress and produced & released by Warner Brothers."
51,The Post (film),https://en.wikipedia.org/wiki/The_Post_(film),"The Post is a 2017 American historical political thriller film directed and produced by Steven Spielberg and written by Liz Hannah and Josh Singer. It stars Meryl Streep as Katharine Graham, the first female publisher of a major American newspaper, and Tom Hanks as Ben Bradlee, the executive editor of The Washington Post, with Sarah Paulson, Bob Odenkirk, Tracy Letts, Bradley Whitford, Bruce Greenwood, Carrie Coon, and Matthew Rhys in supporting roles. Set in the early 1970s, The Post depicts the true story of attempts by journalists at The Washington Post to publish the Pentagon Papers, classified documents regarding the 30-year involvement of the United States government in the Vietnam War."
52,My Best Friend's Girl,https://en.wikipedia.org/wiki/My_Best_Friend%27s_Girl_(2008_film),"My Best Friend's Girl is a 2008 American romantic comedy film directed by Howard Deutch, written by Jordan Cahan, and starring Dane Cook, Kate Hudson, Jason Biggs, Diora Baird, Alec Baldwin, Riki Lindhome and Lizzy Caplan. It was released on September 19, 2008, by Lionsgate. The film received generally unfavorable reviews from critics and grossed $41 million. As of 2024, it is the last film Deutch has directed."
53,Halloween (2007 film),https://en.wikipedia.org/wiki/Halloween_(2007_film),"Halloween is a 2007 American slasher film written, directed, and produced by Rob Zombie. The film is a remake/reimagining of the 1978 horror film of the same name and the ninth installment in the ""Halloween"" franchise. The film stars Tyler Mane as the adult Michael Myers, Malcolm McDowell as Dr. Sam Loomis, Scout Taylor-Compton as Laurie Strode, and Daeg Faerch as the young Michael Myers. Rob Zombie's ""reimagining"" follows the premise of John Carpenter's original, with Michael Myers stalking Laurie Strode and her friends on Halloween night. Zombie's film goes deeper into the character's psyche, trying to answer the question of what drove him to kill people, whereas in Carpenter's original film Michael did not have an explicit reason for killing."
54,The Piper (film),https://en.wikipedia.org/wiki/The_Piper_(film),"In the 1950s after the Korean War, a gentle wandering piper with a limp, Woo-ryong, and his sick young son, Young-nam, are en-route by foot to Seoul through the central Korean highlands when they reach a remote village. Woo-ryong shows the chieftan of the village a note written in English that he was left by an American doctor, explaining that if the piper makes it to the address in Seoul written on the note, within the month, then he will treat the tuberculosis stricken Young-nam. The Chief agrees to let Woo-ryong and Young-nam stay in the village for a short while, on the condition that he does not tell the rest of the village that the war has ended."
55,Red (2005 film),https://en.wikipedia.org/wiki/Red_(2005_film),The film won the Genie Award for Best Live Action Short Drama at the 27th Genie Awards.
56,Disorder (2015 film),https://en.wikipedia.org/wiki/Disorder_(2015_film),"Disorder  is a 2015 French-Belgian drama-thriller film directed by Alice Winocour about a home invasion, starring Matthias Schoenaerts as an ex-soldier with PTSD. It was screened in competition in the Un Certain Regard section at the 2015 Cannes Film Festival."
57,Clash of the Titans (2010 film),https://en.wikipedia.org/wiki/Clash_of_the_Titans_(2010_film),"Clash of the Titans is a 2010 fantasy action-adventure film and remake of the 1981 film of the same name produced by MGM (the rights to which had been acquired by Warner Bros. in 1996). The story is very loosely based on the Greek myth of Perseus. Directed by Louis Leterrier and starring Sam Worthington, Liam Neeson, and Ralph Fiennes, the film was originally set for standard release on March 26, 2010. However, it was later announced that the film would be converted to 3D and was released on April 2, 2010."
58,Luna (1965 film),https://en.wikipedia.org/wiki/Luna_(1965_film),"Luna (, ""Moon"") is a Soviet popular science and science fiction film directed by Pavel Klushantsev."
59,Mayday (2005 film),https://en.wikipedia.org/wiki/Mayday_(2005_film),"Mayday is a 2005 American television film, based on the 1979 thriller novel by American author Thomas Block. The novel was updated in 1998 by authors Thomas Block and Nelson DeMille and re-released as a paperback. The film stars Aidan Quinn, Gail O'Grady, Dean Cain, Charles Dutton, Michael Murphy and Kelly Hu."
60,Death Note (2017 film),https://en.wikipedia.org/wiki/Death_Note_(2017_film),"Death Note is a 2017 American neo-noir supernatural thriller film loosely adapted from the Japanese manga of the same name created by Tsugumi Ohba and Takeshi Obata. The film is directed by Adam Wingard and written by Charles & Vlas Parlapanides and Jeremy Slater. The film stars Nat Wolff, Lakeith Stanfield, Margaret Qualley, Shea Whigham, Paul Nakauchi, Jason Liles and Willem Dafoe, and follows the story of an American high school student named Light Turner, who finds a mysterious supernatural notebook known as the ""Death Note"", which can kill anyone whose name is written in its pages."
61,Hollow City (film),https://en.wikipedia.org/wiki/Hollow_City_(film),"Hollow City (""Na Cidade Vazia"") (2004) is the first full-length movie directed by Angolan-born director Maria João Ganga. The film is one of the first to be produced in Angola since the end of the civil war, and the first film produced by an Angolan woman. Filming was done on location in Luanda, Angola. International versions of the film are in the Portuguese language with English subtitles."
