row_id,title,url,id,text
12,Icebreaker (film),https://en.wikipedia.org/wiki/Icebreaker_(film),785ad0b6b2779e0f88a184547225bf5e,"Icebreaker is a 2000 action film starring Sean Astin, Stacy Keach and Bruce Campbell and written and directed by David Giancola."
13,Point Blank (2019 film),https://en.wikipedia.org/wiki/Point_Blank_(2019_film),ce9c8d325c0c6c1e5a34a6c35c674e1f,"Point Blank is a 2019 American action thriller film directed by Joe Lynch and written by Adam G. Simon. The film is a remake of the 2010 French film of the same name, originally called ""À bout portant"". It stars Frank Grillo, Anthony Mackie, Marcia Gay Harden, Teyonah Parris, Boris McGiver, and Markice Moore."
14,Chaw (film),https://en.wikipedia.org/wiki/Chaw_(film),933b14cf506020c168561976ce2a64e3,"The quiet town of Sammaeri near Mount Jiri has been crime-free for a decade until now. Bodies of villagers begin turning up, making the village leaders nervous just ahead of an organic food fair expected to be a financial windfall. Chun Il-man (Jang Hang-sun), whose granddaughter was one of the victims, is sure that a man-killing boar is behind the crimes. He joins forces with detective Shin (Park Hyuk-kwon) and Kim Kang-soo (Uhm Tae-woong), a reassigned cop from Seoul whose mother has gone missing in the woods. With Byun Soo-ryun (Jung Yu-mi), a biologist studying wild animals, and glory-seeking hunter Baek Man-bae (Yoon Je-moon) on the team to fight the giant killer beast, the five start up the mountain to face their enemy."
15,Spiderweb (film),https://en.wikipedia.org/wiki/Spiderweb_(film),700bbb09e8c7fe48859199cc640b95d9,"Spiderweb (1976) is a British short film directed by National Film and Television School graduate Paul Miller. It is a fairly faithful adaptation of ""Death and the Compass"", a 1942 short story by Argentine writer Jorge Luis Borges (1899-1986). The site of the action, an unnamed city in the original story, is given as ""Borgesia"" at the beginning of the film."
16,Extinction (2018 film),https://en.wikipedia.org/wiki/Extinction_(2018_film),f2dcd5436692daea3f68cb23376088eb,"Extinction is a 2018 American science fiction thriller film directed by Ben Young and written by Spenser Cohen, Eric Heisserer and Brad Kane. The film is about a father who has a recurring dream about the loss of his family while witnessing a force bent on destruction. The film stars Lizzy Caplan, Michael Peña, Mike Colter, Lilly Aspell, Emma Booth, Israel Broussard, and Lex Shrapnel. It was released on Netflix on July 27, 2018."
17,The Lincoln Lawyer (film),https://en.wikipedia.org/wiki/The_Lincoln_Lawyer_(film),1b58932ba97cf1f7bcc1148b3d599028,"The Lincoln Lawyer  is a 2011 American neo noir legal thriller film adapted from the novel of the same name by Michael Connelly, starring Matthew McConaughey, Ryan Phillippe, William H. Macy, Bryan Cranston and Marisa Tomei. The film is directed by Brad Furman, with a screenplay written by John Romano."
18,Mayday (2005 film),https://en.wikipedia.org/wiki/Mayday_(2005_film),4cbc82ca70cd31751847a5191ddffe79,"Mayday is a 2005 American television film, based on the 1979 thriller novel by American author Thomas Block. The novel was updated in 1998 by authors Thomas Block and Nelson DeMille and re-released as a paperback. The film stars Aidan Quinn, Gail O'Grady, Dean Cain, Charles Dutton, Michael Murphy and Kelly Hu."
19,Coven (film),https://en.wikipedia.org/wiki/Coven_(film),65b634e782851669b631c3c93e0af4f0,"Coven is a 1997 direct-to-video short horror film directed by Mark Borchardt. The making of the film was documented in the 1999 award-winning independent film ""American Movie"". It was shot in black-and-white with local talent around Milwaukee."
20,Whiskey Tango Foxtrot (film),https://en.wikipedia.org/wiki/Whiskey_Tango_Foxtrot_(film),c3a6c234186370e68b15da74979fcd96,"In 2003 New York City, dissatisfied with the state of her career covering low-profile stories, television journalist Kim Barker (Tina Fey) agrees to take a short assignment as a war correspondent in Afghanistan during Operation Enduring Freedom, to the disappointment of her boyfriend Chris (Josh Charles), who also spends a lot of time traveling. Assigned low-budget living quarters with other international journalists, she develops a friendship with noted BBC correspondent Tanya Vanderpoel (Margot Robbie) and lecherous Scottish freelance photographer Iain MacKelpie (Martin Freeman). After a period of adjustment aided by her Afghan ""fixer"" Fahim Ahmadzai (Christopher Abbott), she begins taking well to the assignment, eliciting frank remarks on camera from soldiers questioning the value of their assignment there, and putting herself in harm's way to capture combat incidents on video. American Marine commander General (previously Colonel) Hollanek (Billy Bob Thornton) takes a dim view of her as an inexperienced nuisance."
21,The Statement (film),https://en.wikipedia.org/wiki/The_Statement_(film),ab8f4ea3c256ef2b0a64a500eef17a35,"Pierre Brossard (Caine), a French Nazi collaborator, orders seven Jews executed during World War II. Some 40 years later, he is pursued by ""David Manenbaum"" (Matt Craven), a hitman who is under orders to kill Brossard and leave a printed 'Statement' on his body proclaiming the assassination was vengeance for the Jews executed in 1944. Brossard kills ""Manenbaum,"" hiding the dead body after finding the printed ""Statement"" and discovering that his pursuer was travelling on a Canadian passport. Brossard for years has taken refuge in sanctuaries in southern France within the Traditionalist Catholic community, appealing to long-time allies who have operated in great secrecy to shield him and provide him with funds. But now they bring increased scrutiny to themselves for continuing to do so."
22,The Accountant (2016 film),https://en.wikipedia.org/wiki/The_Accountant_(2016_film),6f067a6b93ee93d1d0ae0dcf2d839c7c,"The Accountant is a 2016 American crime thriller film directed by Gavin O'Connor, written by Bill Dubuque and starring Ben Affleck, Anna Kendrick, J. K. Simmons, Jon Bernthal, Jeffrey Tambor, Cynthia Addai-Robinson, and John Lithgow. The storyline follows a small-town Illinois certified public accountant with high-functioning autism who actually makes his living uncooking the books of dangerous criminal organizations around the world that are experiencing internal embezzlement."
23,Tarzan (1999 film),https://en.wikipedia.org/wiki/Tarzan_(1999_film),6e51842831ee56eaa587490165c5fbf0,"Tarzan is a 1999 American animated adventure film produced by Walt Disney Feature Animation for Walt Disney Pictures. The 37th Disney animated feature film, the tenth and last released during the Disney Renaissance era, it is based on the story ""Tarzan of the Apes"" by Edgar Rice Burroughs, being the first animated major motion picture version of the story. Directed by Chris Buck and Kevin Lima from a screenplay by Tab Murphy, Bob Tzudiker, and Noni White, the film stars the voices of Tony Goldwyn, Minnie Driver, Glenn Close, Rosie O'Donnell, Brian Blessed, Lance Henriksen, Wayne Knight, and Nigel Hawthorne."
24,"Mother, May I Sleep with Danger? (2016 film)","https://en.wikipedia.org/wiki/Mother,_May_I_Sleep_with_Danger?_(2016_film)",5eabebcf7de44820fe7501553a4bcf33,"Mother, May I Sleep with Danger? is a 2016 American thriller television film directed by Melanie Aitkenhead, written by Amber Coney, and starring James Franco (who conceived the story), Emily Meade, Tori Spelling, Leila George, Ivan Sergei, Nick Eversman, Emma Rigby, Amber Coney and Christie Lynn Smith. It is a remake of the 1996 film Mother, May I Sleep with Danger?, but with a vampire theme as well as original actors Tori Spelling and Ivan Sergei in different roles. The film premiered on Lifetime on June 18, 2016."
25,Pinocchio (2021 film),https://en.wikipedia.org/wiki/Pinocchio_(2021_film),59206aa0ff29b3a47a22aad2c65600b2,"Pinocchio is an upcoming American stop motion animated dark fantasy musical film directed by Guillermo del Toro and Mark Gustafson, based on Gris Grimly’s design from his 2002 edition of the Italian novel ""The Adventures of Pinocchio"" by Carlo Collodi. Produced and distributed by Netflix, for a projected 2021 release."
26,Clash of the Titans (2010 film),https://en.wikipedia.org/wiki/Clash_of_the_Titans_(2010_film),972e3aa2e0af4ce5f3773048970234c3,"Clash of the Titans is a 2010 fantasy action-adventure film and remake of the 1981 film of the same name produced by MGM (the rights to which had been acquired by Warner Bros. in 1996). The story is very loosely based on the Greek myth of Perseus. Directed by Louis Leterrier and starring Sam Worthington, Liam Neeson, and Ralph Fiennes, the film was originally set for standard release on March 26, 2010. However, it was later announced that the film would be converted to 3D and was released on April 2, 2010."
27,Truth (2013 film),https://en.wikipedia.org/wiki/Truth_(2013_film),51a8560b7e0187b068b1b30c90a72212,"Truth is a 2013 American psychological thriller film directed and written by Rob Moretti and starring Sean Paul Lockhart, Blanche Baker, and Rob Moretti. It was filmed in Englewood Cliffs, New Jersey and Montclair, New Jersey, United States."
28,The Fugitive (1993 film),https://en.wikipedia.org/wiki/The_Fugitive_(1993_film),4fa14ae55fa49880672761b85b67d22e,"The Fugitive is a 1993 American action thriller film based on the 1960s television series of the same name created by Roy Huggins. It was directed by Andrew Davis and stars Harrison Ford and Tommy Lee Jones. After being wrongfully convicted for the murder of his wife and unjustly sentenced to death, Dr. Richard Kimble (Ford) escapes from custody (after a bus-train wreck) and sets out to find his wife's killer, catch him, and clear his name, while being pursued by a team of U.S. Marshals led by Deputy Samuel Gerard (Jones)."
29,Vantage Point (film),https://en.wikipedia.org/wiki/Vantage_Point_(film),6057903e9dd6f976460eebd164c67be6,"Vantage Point is a 2008 American political action thriller film directed by Pete Travis and written by Barry L. Levy. The story focuses on an assassination attempt on the President of the United States, as seen from the various vantage points of different characters. Dennis Quaid, Matthew Fox, Forest Whitaker, William Hurt and Sigourney Weaver star in principal roles. The film is often compared, unfavorably, to Akira Kurosawa's ""Rashomon"", which also employed storytelling through multiple perspectives. ""Rashomon"" used the multiple perspectives to question the possibility of truth, in a process called the Rashomon effect; in contrast, ""Vantage Point"" recounts a series of events which are re-enacted from several different perspectives and viewpoints in order to reveal a truthful account of what happened. ""Vantage Point"" also explores kidnapping, assassination and terrorism."
30,Christopher Abbott,https://en.wikipedia.org/wiki/Christopher_Abbott,67eb8073dd0f6d7cd4dc61a05f1f5e81,"Christopher Jacob Abbott (born February 1986) is an American actor. Abbott made his feature film debut in ""Martha Marcy May Marlene"" (2011). Abbott's other notable films include ""Hello I Must Be Going"" (2012) and ""The Sleepwalker"" (2014). In 2015, Abbott starred as the titular character in the critically acclaimed film ""James White"". In 2017, he starred opposite Joel Edgerton in the psychological horror film ""It Comes at Night"". In 2018, he portrayed astronaut David Scott in the film ""First Man"", and a reporter in ""Vox Lux"". Abbott portrayed John Yossarian as the lead role in the 2019 miniseries ""Catch-22"" based on the Joseph Heller novel of the same name."
31,The Shooter (1995 film),https://en.wikipedia.org/wiki/The_Shooter_(1995_film),4c060d6d26b9939365f5daeed35d77f3,The Shooter (released under the alternative title Hidden Assassin) is a 1995 American action drama directed by Ted Kotcheff and starring Dolph Lundgren as a deputy United States Marshal who gets caught up in politics when he is hired to solve the assassination of a Cuban ambassador.
32,The World's End (film),https://en.wikipedia.org/wiki/The_World's_End_(film),5c14b925862468afb951ab8c10acdda0,"The World's End is a 2013 British-American comic science fiction film directed by Edgar Wright, written by Wright and Simon Pegg, and starring Pegg, Nick Frost, Paddy Considine, Martin Freeman, Eddie Marsan and Rosamund Pike. The film follows a group of friends who discover an alien invasion during an epic pub crawl in their home town."
33,This England (film),https://en.wikipedia.org/wiki/This_England_(film),59008deba5f83e7dde66158aa42f5999,"The film was made for propaganda purposes during the Second World War. Its title comes from a speech by John of Gaunt in the play ""Richard II"" by William Shakespeare."
34,November (2017 film),https://en.wikipedia.org/wiki/November_(2017_film),cc0dd4be88b340065458891b11643a21,"November is a 2017 fantasy drama film written and directed by Rainer Sarnet, based on Andrus Kivirähk's novel ""Rehepapp ehk November"" (""Old Barny aka November""). It was selected as the Estonian entry for the Best Foreign Language Film at the 90th Academy Awards, but it was not nominated."
35,Firewall (film),https://en.wikipedia.org/wiki/Firewall_(film),ff6d691d539517046fb72bfa1e23aa1f,"Firewall is a 2006 American-Australian crime thriller film directed by Richard Loncraine and written by Joe Forte. The film stars Harrison Ford as a banker who is forced by criminals, led by Paul Bettany, to help them steal $100 million. The film was a box office disappointment and received negative reviews from critics."
36,Night Train to Lisbon (film),https://en.wikipedia.org/wiki/Night_Train_to_Lisbon_(film),06fb3fe8d516678b2996522647acc7b9,"Night Train to Lisbon is a 2013 internationally co-produced English-language drama film directed by Bille August and starring Jeremy Irons. Based on the 2004 novel ""Night Train to Lisbon"" by Pascal Mercier and written by Greg Latter and Ulrich Herrmann, the film is about a Swiss teacher who saves the life of a woman and then abandons his teaching career and reserved life to embark on a thrilling intellectual adventure that takes him on a journey to the very heart of himself. The film premiered out of competition at the 63rd Berlin International Film Festival."
37,The Heavy (film),https://en.wikipedia.org/wiki/The_Heavy_(film),5491415254c897e0910eeff9f5452488,"The Heavy is a 2010 thriller film directed by Marcus Warren and stars Vinnie Jones, Gary Stretch, Shannyn Sossamon and Christopher Lee."
38,Motherless Brooklyn (film),https://en.wikipedia.org/wiki/Motherless_Brooklyn_(film),737c75fdf122c8f4921746cbc9e5f353,"Motherless Brooklyn is a 2019 American neo-noir crime film written, produced and directed by Edward Norton, based on the 1999 novel of the same name by Jonathan Lethem. Set in New York City in 1957, the film follows a private investigator with Tourette syndrome, who is determined to solve the murder of his mentor. Along with Norton, the film also stars Bruce Willis, Gugu Mbatha-Raw, Bobby Cannavale, Cherry Jones, Alec Baldwin and Willem Dafoe."
39,Serenity (2019 film),https://en.wikipedia.org/wiki/Serenity_(2019_film),c7dd752f2fc6691db717aecb33823878,"Serenity is a 2019 American fantasy mystery thriller film written, produced and directed by Steven Knight. The film stars Matthew McConaughey, Anne Hathaway, Diane Lane, Jason Clarke, Djimon Hounsou, and Jeremy Strong, and follows a fishing boat captain who is approached by his ex-wife to murder her abusive new husband. First announced in January 2017, principal photography on the film began on Mauritius that July."
40,The Covenant (film),https://en.wikipedia.org/wiki/The_Covenant_(film),094a4523890348b17967b77fd887eda0,"The Covenant is a 2006 American supernatural horror thriller film written by J. S. Cardone, directed by Renny Harlin, and starring Steven Strait, Taylor Kitsch, Toby Hemingway, Chace Crawford, Sebastian Stan, Laura Ramsey, and Jessica Lucas. The film, despite receiving very negative reviews, was a moderate box office success."
41,Cyclone (1978 film),https://en.wikipedia.org/wiki/Cyclone_(1978_film),102340bc55c70466bf26e9cf30e6cf62,"Cyclone (Spanish: El Ciclón; also known as Terror Storm) is a 1978 Mexican survival horror film directed by René Cardona Jr. and starring Arthur Kennedy, Carroll Baker, and Lionel Stander. The plot follows a group of passengers from a crashed airplane who find refuge on a small tour boat in the ocean, and who eventually resort to cannibalism for survival. The film is purportedly based in part on Alfred Hitchcock's ""Lifeboat"" (1944)."
42,Live by Night (film),https://en.wikipedia.org/wiki/Live_by_Night_(film),efdd984b592e3b65faa551d225842bb2,"Live by Night is a 2016 American crime drama film written, directed, produced by and starring Ben Affleck. Based on the 2012 novel of the same name by Dennis Lehane, the film follows an ambitious Ybor City bootlegger (Affleck) who becomes a notorious gangster. The film also stars Elle Fanning, Brendan Gleeson, Chris Messina, Sienna Miller, Zoe Saldana and Chris Cooper."
43,Tenet (film),https://en.wikipedia.org/wiki/Tenet_(film),d1662b1e092b897b5f62f82a041cb763,"Tenet is an upcoming action thriller film written and directed by Christopher Nolan and produced by Nolan and Emma Thomas. It stars John David Washington, Robert Pattinson, Elizabeth Debicki, Dimple Kapadia, Michael Caine, and Kenneth Branagh."
44,Assassin's Creed (film),https://en.wikipedia.org/wiki/Assassin's_Creed_(film),223788b157ec4b13300fa982cfb0a177,"Assassin's Creed is a 2016 American science fiction action adventure film based on the video game franchise of the same name. The film is directed by Justin Kurzel, written by Michael Lesslie, Adam Cooper and Bill Collage, and stars Michael Fassbender (who also produced), Marion Cotillard, Jeremy Irons, Brendan Gleeson, Charlotte Rampling and Michael K. Williams. The film is set in the same universe as the video games but features an original story that expands the series' mythology, taking place during the Spanish Inquisition. Filming began in late August 2015 and concluded in January 2016. Assassin's Creed was released on December 21, 2016, in the United States and France. It received negative reviews from critics and grossed over $240 million worldwide against its $125 million budget."
45,The Cottage (film),https://en.wikipedia.org/wiki/The_Cottage_(film),a7f11717f3286737aebf82c849aece81,"Two brothers, David and Peter (Andy Serkis and Reece Shearsmith), kidnap Tracey (Jennifer Ellison), the stepdaughter of Arnie (Steven Berkoff), an underworld crime boss. After a heated conversation at the kitchen table, Peter and David retrieve the unconscious Tracey from the car trunk. As they try to get her upstairs Peter gets sidetracked by her chest not realizing that she has woken up. She headbutts him several times and Peter screams with pain. David manages to get her off him and has to fix Peter's now bloody and broken nose after tying her to the bed frame. The pair hold her for ransom in a secluded country cottage. Things begin to go wrong when Arnie's dimwitted son and stepbrother of Tracey, Andrew (Steve O'Donnell) delivers the ransom. Instead of money, the bag is filled with napkins. David and Peter realize that not only have they been deceived, but Arnie knew about Andrew's involvement in the scheme all along."
46,The Man with the Iron Heart (film),https://en.wikipedia.org/wiki/The_Man_with_the_Iron_Heart_(film),81f9080ded3734e003a6a055754a705b,"The Man with the Iron Heart (released as HHhH in France and Killing Heydrich in Canada) is a 2017 English-language French-Belgian biographical war drama-thriller film directed by Cédric Jimenez and written by David Farr, Audrey Diwan, and Jimenez. It is based on French writer Laurent Binet's novel ""HHhH"", and focuses on ""Operation Anthropoid"", the assassination of Nazi leader Reinhard Heydrich in Prague during World War II. "
47,Blunt Force Trauma (film),https://en.wikipedia.org/wiki/Blunt_Force_Trauma_(film),06b9ec5084b8fb4475ffb4a5c9c2c2fd,"Blunt Force Trauma is a 2015 American-Colombian English-language action film directed by Ken Sanzel and featuring Mickey Rourke, Freida Pinto and Ryan Kwanten in leading roles."
48,The Cyclops (film),https://en.wikipedia.org/wiki/The_Cyclops_(film),ea3031c83b684caad7b93c9ad6e3f63a,"The Cyclops (a.k.a. Cyclops) (1957) is a science fiction horror film written, produced and directed by Bert I. Gordon, starring James Craig, Lon Chaney Jr. and Gloria Talbott. "
49,The Arab (1915 film),https://en.wikipedia.org/wiki/The_Arab_(1915_film),0c0842e2f1cee54483a30a660855d37f,"The Arab is a 1915 American silent adventure film directed by Cecil B. DeMille. Edgar Selwyn wrote and starred in the Broadway play version of the story in 1911, and this film is based on that play. Selwyn reprises his role from his play. This film was refilmed by Metro Pictures in 1924 as ""The Arab""."
50,Conspiracy (2008 film),https://en.wikipedia.org/wiki/Conspiracy_(2008_film),fb71e3a4fbfae1f34435f85b302fc1ec,"Conspiracy is a 2008 American action thriller film written and directed by Adam Marcus and stars Val Kilmer and Jennifer Esposito. The film is influenced by the classic western film noir thriller ""Bad Day at Black Rock"" (1955), which itself was an adaptation of a short story ""Bad Time at Honda"" by Howard Breslin. The film was released on direct-to-DVD in the United States on March 18, 2008."
51,A Christmas Carol (2009 film),https://en.wikipedia.org/wiki/A_Christmas_Carol_(2009_film),60ed04686362a8abeb3011f691d1f5e5,"A Christmas Carol is a 2009 American 3D computer-animated dark fantasy film written, co-produced and directed by Robert Zemeckis. It is a film adaptation of Charles Dickens's 1843 story of the same name and stars Jim Carrey in a multitude of roles, including Ebenezer Scrooge as a young, middle-aged and old man and the three ghosts who haunt Scrooge. The film also features supporting roles voiced by Gary Oldman, Colin Firth, Bob Hoskins, Robin Wright and Cary Elwes. Produced through the process of motion capture, a technique Zemeckis used in his previous films ""The Polar Express"" (2004) and ""Beowulf"" (2007), it is Disney's third film retelling of ""A Christmas Carol"", following 1983's ""Mickey's Christmas Carol"" and 1992's ""The Muppet Christmas Carol"". It is also the first of only two films produced by ImageMovers Digital."
52,Clue (film),https://en.wikipedia.org/wiki/Clue_(film),fe88dfda70a42fc272335839e641bf8e,"Clue is a 1985 American ensemble black comedy mystery film based on the board game of the same name. The film was directed by Jonathan Lynn, who collaborated on the script with John Landis, and stars Eileen Brennan, Tim Curry, Madeline Kahn, Christopher Lloyd, Michael McKean, Martin Mull, and Lesley Ann Warren. The film was produced by Debra Hill."
53,Disorder (2015 film),https://en.wikipedia.org/wiki/Disorder_(2015_film),77367ed6205f9a1c0aafa1f55404ce61,"Disorder  is a 2015 French-Belgian drama-thriller film directed by Alice Winocour about a home invasion, starring Matthias Schoenaerts as an ex-soldier with PTSD. It was screened in competition in the Un Certain Regard section at the 2015 Cannes Film Festival."
54,List of accolades received by Drive (2011 film),https://en.wikipedia.org/wiki/List_of_accolades_received_by_Drive_(2011_film),6567aa347c6a65d0e690d8cf43ebac97,"""Drive"" is a 2011 American action drama film directed by Nicolas Winding Refn and written by Hossein Amini, based on the 2005 novel ""Drive"" by James Sallis. The film stars Ryan Gosling as an unnamed Hollywood stunt driver moonlighting as a getaway driver, whose budding relationship with his neighbor Irene (Carey Mulligan) and her young son Benicio is interrupted by the sudden release of her husband Standard (Oscar Isaac) from prison. Debt-ridden, Standard hires him to take part in what turns out to be a botched, million-dollar heist that endangers their lives. Bryan Cranston, Christina Hendricks, Ron Perlman, and Albert Brooks play supporting roles. The film premiered on May 11 in competition at the 2011 Cannes Film Festival, before being released by FilmDistrict in American theaters on September 16. ""Drive"" earned a worldwide total of $76.1 million on a production budget of $15 million. The review-aggregation website Rotten Tomatoes surveyed 258 reviews and judged 92 percent to be positive."
55,Silent Hill (film),https://en.wikipedia.org/wiki/Silent_Hill_(film),018e4cf2cf4865b5b35a321f7e6ec655,"Silent Hill is a 2006 dark fantasy horror film directed by Christophe Gans and written by Roger Avary, Gans, and Nicolas Boukhrief. The film is an adaptation of Konami's video game series Silent Hill. It stars Radha Mitchell, Sean Bean, Laurie Holden, Deborah Kara Unger, Kim Coates, Tanya Allen, Alice Krige, and Jodelle Ferland."
56,Limitless (film),https://en.wikipedia.org/wiki/Limitless_(film),95281863354920b3ba845e5708f442e7,"Limitless is a 2011 American science fiction film directed by Neil Burger. Based on the novel The Dark Fields by Alan Glynn, the film stars Bradley Cooper, Abbie Cornish, and Robert De Niro. The events portrayed in the film follow Edward Morra, a struggling writer, who is introduced to a nootropic drug called NZT-48, which gives him the ability to fully utilize his brain and vastly improve his lifestyle."
57,A Month in the Country (film),https://en.wikipedia.org/wiki/A_Month_in_the_Country_(film),ecf9b8519d0ae44929fc85dd79a34adb,"Set in rural Yorkshire during the summer of 1920, the film follows a destitute World War I veteran employed to carry out restoration work on a Medieval mural discovered in a rural church while coming to terms with the after-effects of the war."
